TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = sn83030483-1790-01-02-a-i0004
# segment_iiif_link = _
FROM	O	O	O	O	O	O	-	-	-
A	O	O	O	O	O	O	-	-	-
VIRGINIA	O	O	O	O	O	O	-	-	-
PAPER	O	O	O	O	O	O	-	-	-
.	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
To	O	O	O	O	O	O	-	-	-
his	O	O	O	O	O	O	-	-	-
EXCELLENCY	O	O	O	O	O	O	-	-	-
the	O	O	O	O	O	O	-	-	-
GOVERNOR	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
GINIA	I-loc	I-loc	O	O	O	O	-	-	-
.	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
NEW	O	O	O	O	O	O	-	-	-
-	O	O	O	O	O	O	-	-	-
YORK	O	O	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
SEPT	I-loc	I-loc	O	O	O	O	-	-	-
.	O	O	O	O	O	O	-	-	-
28	O	O	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
1780	O	O	O	O	O	O	-	-	-
.	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
SIR	O	O	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
W	I-org	I-org	O	O	O	O	-	-	-
E	I-org	I-org	O	O	O	O	-	-	-
have	O	O	O	O	O	O	-	-	-
long	O	O	O	O	O	O	-	-	-
waited	O	O	O	O	O	O	-	-	-
in	O	O	O	O	O	O	-	-	-
anxious	O	O	O	O	O	O	-	-	-
expectations	O	O	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
of	O	O	O	O	O	O	-	-	-
having	O	O	O	O	O	O	-	-	-
it	O	O	O	O	O	O	-	-	-
in	O	O	O	O	O	O	-	-	-
our	O	O	O	O	O	O	-	-	-
power	O	O	O	O	O	O	-	-	-
to	O	O	O	O	O	O	-	-	-
tranlinit	O	O	O	O	O	O	-	-	-
effec	O	O	O	O	O	O	-	-	-
¬	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
tual	O	O	O	O	O	O	-	-	-
Amendments	O	O	O	O	O	O	-	-	-
to	O	O	O	O	O	O	-	-	-
the	O	O	O	O	O	O	-	-	-
Conftitution	O	O	O	O	O	O	-	-	-
of	O	O	O	O	O	O	-	-	-
the	O	O	O	O	O	O	-	-	-
Uni	O	O	O	O	O	O	-	-	-
¬	O	O	O	O	O	O	-	-	-
