TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Neuigkeiten	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
Mißhandlung	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
Franken	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Rom	B-loc	_	_	_	_	_	Q37100921|Q953741|Q652748|Q139956|Q3440554	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
]	O	_	_	_	_	_	_	_	_
Buonaparte	B-pers	_	_	_	_	_	Q1010097|NIL|Q3339571|Q3170834|Q3838543	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
s	O	_	_	_	_	_	Q9956|Q12641554|Q27753|Q2405909|Q1283865	_	_
Bruder	O	_	_	_	_	_	_	_	_
hat	O	_	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
#
die	O	_	_	_	_	_	_	_	_
neulich	O	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
erzählten	O	_	_	_	_	_	_	_	_
Vorfälle	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	_
Rom	B-loc	_	_	_	_	_	Q37100921|Q953741|Q652748|Q139956|Q3440554	_	_
ans	O	_	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
Directorium	O	_	_	_	_	_	_	_	_
berichtet	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
verdächtige	O	_	_	_	_	_	_	_	_
Weise	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
#
mit	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
römische	O	_	_	_	_	_	_	_	_
Regierung	O	_	_	_	_	_	_	_	_
sich	O	_	_	_	_	_	_	_	_
dabey	O	_	_	_	_	_	_	_	_
betrug	O	_	_	_	_	_	_	_	_
in	O	_	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
ein	O	_	_	_	_	_	_	_	_
sehr	O	_	_	_	_	_	_	_	_
klares	O	_	_	_	_	_	_	_	_
Licht	O	_	_	_	_	_	_	_	_
gesezt	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Er	O	_	_	_	_	_	_	_	_
hatte	O	_	_	_	_	_	_	_	_
schon	O	_	_	_	_	_	_	_	_
den	O	_	_	_	_	_	_	_	_
25	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
#
Dec	O	_	_	_	_	_	Q27877287|Q298281|Q9203096|Q8353303|NIL	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
einige	O	_	_	_	_	_	_	_	_
der	O	_	_	_	_	_	_	_	_
Aufrührer	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
die	O	_	_	_	_	_	_	_	_
im	O	_	_	_	_	_	_	_	_
Vertrauen	O	_	_	_	_	_	_	_	_
Frank	B-loc	_	_	_	_	_	Q220546|Q13560458|Q584189|Q3082474|Q182069	_	EndOfLine
#
reichs	B-loc	_	_	_	_	_	_	_	_
Schutz	O	_	_	_	_	_	_	_	_
und	O	_	_	_	_	_	_	_	_
Beystand	O	_	_	_	_	_	_	_	_
