TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
FROM	_	_	_	_	_	_	_	_	_
A	_	_	_	_	_	_	_	_	_
VIRGINIA	_	_	_	_	_	_	Q1370	Q1370	_
PAPER	_	_	_	_	_	_	_	_	_
.	_	_	_	_	_	_	_	_	_
To	_	_	_	_	_	_	_	_	_
his	_	_	_	_	_	_	_	_	_
EXCELLENCY	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
GOVERNOR	_	_	_	_	_	_	_	_	_
GINIA	_	_	_	_	_	_	_	_	_
.	_	_	_	_	_	_	_	_	_
NEW	_	_	_	_	_	_	Q60	Q60	_
-	_	_	_	_	_	_	Q60	Q60	_
YORK	_	_	_	_	_	_	Q60	Q60	_
,	_	_	_	_	_	_	_	_	_
SEPT	_	_	_	_	_	_	_	_	_
.	_	_	_	_	_	_	_	_	_
28	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
1780	_	_	_	_	_	_	_	_	_
.	_	_	_	_	_	_	_	_	_
SIR	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
W	_	_	_	_	_	_	_	_	_
E	_	_	_	_	_	_	_	_	_
have	_	_	_	_	_	_	_	_	_
long	_	_	_	_	_	_	_	_	_
waited	_	_	_	_	_	_	_	_	_
in	_	_	_	_	_	_	_	_	_
anxious	_	_	_	_	_	_	_	_	_
expectations	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
having	_	_	_	_	_	_	_	_	_
it	_	_	_	_	_	_	_	_	_
in	_	_	_	_	_	_	_	_	_
our	_	_	_	_	_	_	_	_	_
power	_	_	_	_	_	_	_	_	_
to	_	_	_	_	_	_	_	_	_
tranlinit	_	_	_	_	_	_	_	_	_
effec	_	_	_	_	_	_	_	_	_
¬	_	_	_	_	_	_	_	_	_
tual	_	_	_	_	_	_	_	_	_
Amendments	_	_	_	_	_	_	_	_	_
to	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
Conftitution	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
Uni	_	_	_	_	_	_	NIL	NIL	_
¬	_	_	_	_	_	_	NIL	NIL	_
ted	_	_	_	_	_	_	NIL	NIL	_
Stares	_	_	_	_	_	_	NIL	NIL	_
,	_	_	_	_	_	_	_	_	_
and	_	_	_	_	_	_	_	_	_
it	_	_	_	_	_	_	_	_	_
is	_	_	_	_	_	_	_	_	_
with	_	_	_	_	_	_	_	_	_
grief	_	_	_	_	_	_	_	_	_
that	_	_	_	_	_	_	_	_	_
we	_	_	_	_	_	_	_	_	_
now	_	_	_	_	_	_	_	_	_
fend	_	_	_	_	_	_	_	_	_
forward	_	_	_	_	_	_	_	_	_
propolitions	_	_	_	_	_	_	_	_	_
inadequate	_	_	_	_	_	_	_	_	_
to	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
purpofe	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
real	_	_	_	_	_	_	_	_	_
and	_	_	_	_	_	_	_	_	_
fubftantial	_	_	_	_	_	_	_	_	_
Amendments	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
and	_	_	_	_	_	_	_	_	_
fo	_	_	_	_	_	_	_	_	_
far	_	_	_	_	_	_	_	_	_
fhort	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
wiihes	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
our	_	_	_	_	_	_	_	_	_
country	_	_	_	_	_	_	_	_	_
.	_	_	_	_	_	_	_	_	_
By	_	_	_	_	_	_	_	_	_
perufing	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
Journal	_	_	_	_	_	_	NIL	NIL	_
of	_	_	_	_	_	_	NIL	NIL	_
the	_	_	_	_	_	_	NIL	NIL	_
Senate	_	_	_	_	_	_	NIL	NIL	_
,	_	_	_	_	_	_	_	_	_
your	_	_	_	_	_	_	_	_	_
Excellency	_	_	_	_	_	_	_	_	_
will	_	_	_	_	_	_	_	_	_
fee	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
that	_	_	_	_	_	_	_	_	_
we	_	_	_	_	_	_	_	_	_
did	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
in	_	_	_	_	_	_	_	_	_
vain	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
bring	_	_	_	_	_	_	_	_	_
to	_	_	_	_	_	_	_	_	_
view	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
Amend	_	_	_	_	_	_	_	_	_
¬	_	_	_	_	_	_	_	_	_
ments	_	_	_	_	_	_	_	_	_
propofed	_	_	_	_	_	_	_	_	_
by	_	_	_	_	_	_	_	_	_
our	_	_	_	_	_	_	_	_	_
Convention	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
and	_	_	_	_	_	_	_	_	_
approv	_	_	_	_	_	_	_	_	_
¬	_	_	_	_	_	_	_	_	_
ed	_	_	_	_	_	_	_	_	_
by	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
Legiflature	_	_	_	_	_	_	_	_	_
.	_	_	_	_	_	_	_	_	_
We	_	_	_	_	_	_	_	_	_
fltall	_	_	_	_	_	_	_	_	_
tranfmit	_	_	_	_	_	_	_	_	_
a	_	_	_	_	_	_	_	_	_
com	_	_	_	_	_	_	_	_	_
¬	_	_	_	_	_	_	_	_	_
plete	_	_	_	_	_	_	_	_	_
let	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
Journals	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
both	_	_	_	_	_	_	_	_	_
Houfes	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
Con	_	_	_	_	_	_	_	_	_
-	_	_	_	_	_	_	_	_	_
grefsto	_	_	_	_	_	_	_	_	_
your	_	_	_	_	_	_	_	_	_
addrefs	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
which	_	_	_	_	_	_	_	_	_
with	_	_	_	_	_	_	_	_	_
a	_	_	_	_	_	_	_	_	_
letter	_	_	_	_	_	_	_	_	_
accom	_	_	_	_	_	_	_	_	_
panying	_	_	_	_	_	_	_	_	_
them	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
we	_	_	_	_	_	_	_	_	_
entreat	_	_	_	_	_	_	_	_	_
your	_	_	_	_	_	_	_	_	_
Excellency	_	_	_	_	_	_	_	_	_
will	_	_	_	_	_	_	_	_	_
have	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
gaodnefs	_	_	_	_	_	_	_	_	_
to	_	_	_	_	_	_	_	_	_
lay	_	_	_	_	_	_	_	_	_
before	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
Honorable	_	_	_	_	_	_	_	_	_
Legillature	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
enfuing	_	_	_	_	_	_	_	_	_
meeting	_	_	_	_	_	_	_	_	_
.	_	_	_	_	_	_	_	_	_
We	_	_	_	_	_	_	_	_	_
have	_	_	_	_	_	_	_	_	_
the	_	_	_	_	_	_	_	_	_
honor	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
every	_	_	_	_	_	_	_	_	_
(	_	_	_	_	_	_	_	_	_
entiment	_	_	_	_	_	_	_	_	_
of	_	_	_	_	_	_	_	_	_
rc	_	_	_	_	_	_	_	_	_
-	_	_	_	_	_	_	_	_	_
fpeCt	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
to	_	_	_	_	_	_	_	_	_
be	_	_	_	_	_	_	_	_	_
,	_	_	_	_	_	_	_	_	_
