TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO   NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id
# segment_iiif_link
G	O
R	O
E	O
E	O
F	O
E	B-org
.	I-org
# segment_iiif_link
1	O
.	O
Le	O
public	O
est	O
averti	O
que	O
Charlotte	B-org
née	I-org
Bourgoin	I-org
,	I-org
# segment_iiif_link
femme	O
-	O
de	O
Joseph	B-pers
Digiez	I-pers
,	O
et	O
Maurice	B-pers
Bourgoin	I-pers
,	O
enfant	O
mineur	B-org
# segment_iiif_link
représenté	O
par	O
le	O
sieur	B-pers
Jaques	I-pers
Charles	I-pers
Gicot	I-pers
son	O
curateur	O
,	O
# segment_iiif_link
ont	O
été	O
admis	O
par	O
arrêt	O
du	O
Conseil	B-org
d	I-org
'	I-org
Etat	I-org
du	I-org
5	I-org
décembre	I-org
# segment_iiif_link
1797	I-time
,	O
à	O
solliciter	O
une	O
renonciation	O
générale	O
et	O
absolue	O
# segment_iiif_link
aux	O
biens	O
et	O
aux	O
dettes	O
présentes	O
et	O
futures	O
de	O
# segment_iiif_link
Jean	B-pers
-	I-pers
Baptiste	I-pers
Bourgoin	I-pers
leur	O
pe	O
'	O
re	O
,	O
et	O
qu	O
'	O
en	O
conséquence	O
,	O
les	O
# segment_iiif_link
susdits	O
enfans	O
,	O
duement	O
assistés	O
et	O
autorisés	O
,	O
se	O
# segment_iiif_link
présenteront	O
par	O
-	O
devant	O
ia	O
noble	O
justice	O
du	O
Landeron	B-loc
_	O
,	O
le	O
mer	O
-	O
,	O
# segment_iiif_link
credi	O
17	O
janvier	O
courant	O
,	O
pour	O
y	O
porter	O
la	O
prédite	O
# segment_iiif_link
renonciation	O
;	O
assignant	O
péremptoirement	O
tous	O
ceux	O
qui	O
# segment_iiif_link
estimeraient	O
être	O
'	O
fondés	O
à	O
s	O
'	O
y	O
opposer	O
,	O
à	O
_	O
comparcutre	O
ce	O
jour	O
-	O
là	O
# segment_iiif_link
en	O
dite	O
justice	O
,	O
pour	O
hure	O
va	O
_	O
^	O
pir	O
leurs	O
droits	O
et	O
alléguer	O
# segment_iiif_link
leurs	O
moyens	O
d	O
'	O
_	O
opposW	B-prod
_	I-prod
|	I-prod
_	I-prod
priS	I-prod
,	O
sou	O
3	O
peine	O
'	O
de	O
forclusion	O
.	O
# segment_iiif_link
X	O
.	O
En	O
vertu	O
d	O
'	O
un	O
gracieux	O
arrêt	O
du	O
Gouvernement	B-org
en	I-org
date	I-org
di	I-org
»	I-org
# segment_iiif_link
3	O
octobre	O
,	O
et	O
ensuite	O
de	O
la	O
direction	O
donnée	O
le	O
35	O
novembre	O
# segment_iiif_link
dernier	O
.	O
par	O
l	O
'	O
honorable	O
cour	O
dé	O
justice	O
du	O
Val	B-loc
-	I-loc
de	I-loc
-	I-loc
Travers	I-loc
,	O
:	O
# segment_iiif_link
le	O
sieur	B-pers
Daniel	I-pers
Meuron	I-pers
,	O
maïUe	O
charpentier	O
,	O
_	B-org
bourgeois	I-org
de	I-org
# segment_iiif_link
Neuchatel	B-loc
,	O
en	O
sa	O
qualité	O
de	O
tuteur	O
juridiquement	O
établi	O
aux	O
.	O
# segment_iiif_link
quatre	O
enfans	O
en	O
bas	O
âge	O
de	O
Frédéric	B-org
-	I-org
Henri	I-org
_	I-org
Lequin	I-org
de	I-org
# segment_iiif_link
Fleurier	B-loc
et	O
de	O
Marie	B-pers
-	I-pers
Louise	I-pers
Meuron	I-pers
,	O
qui	O
sont	O
nommément	O
,	O
'	O
# segment_iiif_link
Jouas	B-pers
Frédéric	I-pers
,	O
Auguste	B-pers
,	O
Alexandre	B-pers
et	O
Louise	B-org
-	I-org
Rosalio	I-org
# segment_iiif_link
Lequin	B-loc
,	O
fait	O
savoir	O
qu	O
'	O
il	O
se	O
présentera	O
en	O
dite	O
justice	O
le	O
# segment_iiif_link
samedi	O
30	O
janvier	O
courant	O
,	O
pour	O
y	O
solliciter	O
eu	O
faveur	O
de	O
ses	O
# segment_iiif_link
susdits	O
pupilles	O
,	O
une	O
renonciation	O
formelle	O
et	O
jiiridique	O
aux	O
# segment_iiif_link
bien	O
3	O
et	O
dettes	O
présens	O
et	O
*	O
futurs	O
dudit	O
Frédéric	B-org
Henri	I-org
# segment_iiif_link
Lequin	O
leur	O
père	O
.	O
En	O
conséquence	O
de	O
quoi	O
tous	O
ceux	O
qui	O
# segment_iiif_link
pourraient	O
opposer	O
à	O
ladite	O
renonciation	O
,	O
sont	O
cités	O
# segment_iiif_link
péremptoirement	O
à	O
se	O
présenter	O
en	O
justice	O
dudit	O
Val	B-loc
de	I-loc
-	I-loc
Travers	I-loc
1	O
©	B-org
# segment_iiif_link
dit	O
30	O
janvier	O
cornant	O
,	O
_	O
poar	O
y	O
_	O
seuieuir	O
leurs	O
durits	O
,	O
(	O
«	O
14	O
s	O
# segment_iiif_link
pain	O
»	O
«	O
la	O
forclusion	O
.	O
# document_id
# segment_iiif_link
AVIS	B-org
