TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO   NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id
# segment_iiif_link
Neuigkeiten	O
.	O
(	O
Mißhandlung	O
der	O
# segment_iiif_link
Franken	O
in	O
Rom	B-loc
.	O
]	O
Buonaparte	B-pers
'	I-pers
s	I-pers
Bruder	O
hat	O
# segment_iiif_link
die	O
neulich	O
schon	O
erzählten	O
Vorfälle	O
in	O
Rom	B-loc
ans	O
# segment_iiif_link
Directorium	O
berichtet	O
,	O
und	O
die	O
verdächtige	O
Weise	O
,	O
# segment_iiif_link
mit	O
der	O
die	O
römische	O
Regierung	O
sich	O
dabey	O
betrug	O
in	O
# segment_iiif_link
ein	O
sehr	O
klares	O
Licht	O
gesezt	O
.	O
Er	O
hatte	O
schon	O
den	O
25	O
.	O
# segment_iiif_link
Dec	O
.	O
einige	O
der	O
Aufrührer	O
,	O
die	O
im	O
Vertrauen	O
Frank	B-pers
# segment_iiif_link
reichs	O
Schutz	O
und	O
Beystand	O
erflehten	O
sehr	O
dringend	O
# segment_iiif_link
„	O
und	O
derb	O
abgewiesen	O
,	O
und	O
vom	O
ganzen	O
Vorhaben	O
# segment_iiif_link
dem	O
Kardinal	O
Staatssekretär	O
Nachricht	O
gegeben	O
,	O
# segment_iiif_link
damit	O
er	O
Sicherheitsanstalten	O
träfe	O
.	O
Derselbe	O
ver	O
¬	O
# segment_iiif_link
sprach	O
,	O
Abends	O
um	O
6	O
Uhr	O
den	O
franz	O
.	O
Gesandten	O
in	O
# segment_iiif_link
seiner	O
Wohnung	O
zu	O
besuchen	O
,	O
und	O
mit	O
ihm	O
noch	O
# segment_iiif_link
nähere	O
Maßregeln	O
zu	O
verabreden	O
.	O
Aller	O
dieser	O
Vor	O
¬	O
# segment_iiif_link
sicht	O
ungeachtet	O
ward	O
der	O
Ausbruch	O
des	O
Auflaufs	O
# segment_iiif_link
von	O
pässtlichen	O
Emissarien	O
selbst	O
,	O
die	O
am	O
lautesten	O
# segment_iiif_link
Vivat	O
riefen	O
,	O
veranstaltet	O
und	O
geleitet	O
.	O
Man	O
ver	O
¬	O
# segment_iiif_link
letzte	O
die	O
Freyheit	O
des	O
französ	O
.	O
Pallastes	B-pers
,	O
drang	O
in	O
# segment_iiif_link
die	O
Höfe	O
ein	O
,	O
schoß	O
und	O
mordete	O
daselbst	O
,	O
und	O
er	O
¬	O
# segment_iiif_link
legte	O
den	O
Gen	B-pers
.	I-pers
Duphot	I-pers
,	O
der	O
die	O
Soldaten	O
mit	O
un	O
¬	O
# segment_iiif_link
erschrockener	O
Kuhnheit	O
vom	O
fernern	O
Feuern	O
abhal	O
¬	O
# segment_iiif_link
ten	O
wollte	O
,	O
mit	O
vielen	O
Schüssen	O
,	O
Stichen	O
u	O
.	O
Stein	O
¬	O
# segment_iiif_link
würfen	O
.	O
Selbst	O
den	O
Gesandten	O
und	O
den	O
General	B-pers
¬	I-pers
# segment_iiif_link
Lieutenant	B-pers
Sherlöck	I-pers
wollten	O
die	O
Unbändigen	O
töd	O
¬	O
# segment_iiif_link
ten	O
;	O
aber	O
es	O
gelang	O
den	O
beyden	O
Verfolgten	O
zu	O
ent	O
¬	O
# segment_iiif_link
kommen	O
.	O
Es	O
ließ	O
sich	O
aber	O
dennoch	O
keine	O
Obrigkeit	O
# segment_iiif_link
sehen	O
,	O
um	O
abzuwehren	O
,	O
obschon	O
daß	O
Schießen	O
im	O
# segment_iiif_link
Pallaste	O
noch	O
lange	O
fortdauerte	O
.	O
Nur	O
einen	O
leeren	O
# segment_iiif_link
Bedauerungsbrief	O
schrieb	O
der	O
Staatssekretär	O
in	O
der	O
# segment_iiif_link
Folge	O
;	O
aber	O
am	O
Tage	O
des	O
Mordes	O
selbst	O
kam	O
er	O
zur	O
# segment_iiif_link
versprochenen	O
Stunde	O
gar	O
nicht	O
,	O
und	O
überließ	O
den	O
# segment_iiif_link
Gesandten	O
seinem	O
Schicksal	O
,	O
obwohl	O
seine	O
Gegen	O
¬	O
# segment_iiif_link
wart	O
gewiß	O
das	O
fernere	O
Blutbad	O
,	O
in	O
welchem	O
mehr	O
# segment_iiif_link
als	O
20	O
Personen	O
das	O
Leben	O
verloren	O
,	O
verhütet	O
hät	O
¬	O
# segment_iiif_link
te	O
.	O
—	O
Das	O
Directorium	O
beschloß	O
diesen	O
Nachrichten	O
# segment_iiif_link
zufolge	O
,	O
welche	O
es	O
einleuchtend	O
machten	O
,	O
man	O
habe	O
# segment_iiif_link
in	O
Rom	B-loc
die	O
Ermordung	O
Basseville	B-pers
'	I-pers
s	I-pers
erneuern	O
wol	O
¬	O
# segment_iiif_link
len	O
,	O
indem	O
man	O
den	O
Gen	B-pers
.	I-pers
Duphot	I-pers
umbrachte	O
:	O
der	O
# document_id
# segment_iiif_link
henden	O
und	O
glücklichen	O
Zustande	O
gelebt	O
habe	O
,	O
und	O
daß	O
kein	O
# segment_iiif_link
Beweggrund	O
ihn	O
jemals	O
dahin	O
bringen	O
könne	O
,	O
von	O
diesem	O
# segment_iiif_link
Vorsatze	O
abzustehen	O
.	O
Se	O
.	O
Kaiserl	O
.	O
Majestät	O
fügten	O
hinzu	O
,	O
# segment_iiif_link
daß	O
ich	O
den	O
festen	O
Karakter	O
des	O
Kronprinzen	O
hinlänglich	O
ken	O
¬	O
# segment_iiif_link
nen	O
müße	O
,	O
um	O
zu	O
wissen	O
,	O
daß	O
nichts	O
schwerer	O
sey	O
,	O
als	O
seine	O
# segment_iiif_link
Entschlüsse	O
zu	O
erschüttern	O
,	O
oder	O
ihn	O
zu	O
bewegen	O
,	O
ein	O
ein	O
¬	O
# segment_iiif_link
mal	O
angenommenes	O
System	O
zu	O
verlassen	O
,	O
und	O
daß	O
er	O
,	O
der	O
# segment_iiif_link
Kaiser	O
,	O
überzeugt	O
sey	O
,	O
es	O
habe	O
vor	O
unserm	O
Angriff	O
auf	O
Ro	B-loc
¬	I-loc
# segment_iiif_link
(	O
Aus	O
dem	O
danischen	O
Blatte	O
Dagen	O
.	O
)	O
Da	O
das	O
engli	O
¬	O
# segment_iiif_link
sche	O
Ministerium	O
die	O
englische	O
Nation	O
versichert	O
hat	O
,	O
daß	O
# segment_iiif_link
den	O
Kaiser	O
von	O
Rußland	B-loc
Anfangs	O
nicht	O
das	O
geringste	O
Miß	O
¬	O
# segment_iiif_link
vergnügen	O
über	O
den	O
Raubzug	O
nach	O
Seeland	B-loc
geäussert	O
habe	O
,	O
# segment_iiif_link
so	O
wird	O
man	O
nicht	O
ohne	O
Interesse	O
nachstehende	O
Erläuterun	O
¬	O
# segment_iiif_link
gen	O
über	O
eine	O
,	O
zwischen	O
dem	O
Kaiser	O
von	O
Rußland	B-loc
und	O
dem	O
# segment_iiif_link
General	B-pers
Hutchinson	I-pers
vorgefallene	O
,	O
Unterredung	O
lesen	O
.	O
Se	O
.	O
# segment_iiif_link
Kaiserl	O
.	O
Majestät	O
—	O
so	O
berichtet	O
der	O
General	B-pers
Hutchinson	I-pers
# segment_iiif_link
—	O
flengen	O
die	O
Unterredung	O
mit	O
der	O
Frage	O
an	O
,	O
was	O
ich	O
von	O
# segment_iiif_link
unserm	O
Angriff	O
auf	O
Kopenhagen	B-loc
denke	O
?	O
Ich	O
erwiederte	O
,	O
# segment_iiif_link
daß	O
mir	O
die	O
Umstände	O
,	O
welche	O
solchen	O
veranlaßt	O
hätten	O
,	O
zwar	O
# segment_iiif_link
ganz	O
unbekannt	O
wären	O
,	O
daß	O
ich	O
aber	O
hoffe	O
,	O
die	O
englische	O
# segment_iiif_link
Administration	O
werde	O
sich	O
rechtfertigen	O
,	O
und	O
der	O
ganzen	O
Welt	O
# segment_iiif_link
beweisen	O
können	O
,	O
daß	O
die	O
Dänen	O
im	O
Begriff	O
waren	O
,	O
ihre	O
# segment_iiif_link
ganze	O
Macht	O
mit	O
der	O
französischen	O
gegen	O
England	B-loc
zu	O
# segment_iiif_link
vereinigen	O
.	O
Se	O
.	O
Kaiserl	O
.	O
Majestät	O
bemerkten	O
,	O
daß	O
ich	O
un	O
¬	O
# segment_iiif_link
möglich	O
dieser	O
Meynung	O
seyn	O
könne	O
,	O
wenn	O
ich	O
noch	O
der	O
Un	O
¬	O
# segment_iiif_link
terredungen	O
gedächte	O
,	O
die	O
wir	O
in	O
Bartenstein	B-loc
gehabt	O
hät	O
¬	O
# segment_iiif_link
ten	O
.	O
In	O
diesen	O
sagte	O
der	O
Kaiser	O
mir	O
,	O
er	O
habe	O
alle	O
mögliche	O
# segment_iiif_link
Mühe	O
angewandt	O
,	O
um	O
den	O
Kronprinzen	O
von	O
Dänemark	B-loc
zu	O
!	O
# segment_iiif_link
vermögen	O
,	O
der	O
Koalition	O
gegen	O
Frankreich	B-loc
beyzutreten	O
;	O
# segment_iiif_link
daß	O
aber	O
die	O
Antwort	O
des	O
Prinzen	O
immer	O
deutlich	O
und	O
un	O
¬	O
# segment_iiif_link
verändert	O
dieselbe	O
gewesen	O
sey	O
,	O
daß	O
er	O
viele	O
Jahre	O
lang	O
ein	O
# segment_iiif_link
Neutralitätssystem	O
behauptet	O
habe	O
,	O
bey	O
dem	O
er	O
zu	O
beharren	O
# segment_iiif_link
fest	O
entschlossen	O
sey	O
;	O
da	O
sein	O
Volk	O
dadurch	O
in	O
einem	O
blü	O
¬	O
# segment_iiif_link
und	O
dänischen	O
Regierung	O
statt	O
gefunden	O
.	O
Ich	O
sagte	O
dar	O
¬	O
# segment_iiif_link
auf	O
,	O
ich	O
glaubte	O
,	O
daß	O
der	O
Lord	B-pers
Gower	I-pers
dem	O
Kaiserl	O
Mi	O
¬	O
# segment_iiif_link
nisterium	O
über	O
diesen	O
Gegenstand	O
eine	O
Note	O
übergeben	O
habe	O
,	O
# segment_iiif_link
worauf	O
Se	O
.	O
Majestät	O
erwiederten	O
,	O
daß	O
dies	O
sich	O
so	O
verhalte	O
,	O
# segment_iiif_link
daß	O
aber	O
der	O
Inhalt	O
der	O
Note	O
lächerlich	O
sey	O
,	O
da	O
solche	O
we	O
¬	O
# segment_iiif_link
der	O
hinlängliche	O
Auskunft	O
enthalte	O
,	O
noch	O
irgend	O
eine	O
Genug	O
¬	O
# segment_iiif_link
thuung	O
anbiete	O
.	O
Se	O
.	O
Kaiserl	O
.	O
Majestät	O
sprachen	O
darnächst	O
# segment_iiif_link
von	O
der	O
großen	O
Betrübniß	O
,	O
die	O
Ihnen	O
durch	O
unsern	O
unver	O
¬	O
# segment_iiif_link
antwortlichen	O
Angriff	O
verursacht	O
worden	O
,	O
und	O
daß	O
nie	O
et	O
¬	O
# segment_iiif_link
was	O
Aehnliches	O
geschehen	O
sey	O
;	O
daß	O
,	O
wenn	O
ein	O
solches	O
Ver	O
¬	O
# segment_iiif_link
fahren	O
gelten	O
sollte	O
,	O
alle	O
Verhältnisse	O
,	O
die	O
das	O
Verfahren	O
# segment_iiif_link
der	O
Nationen	O
gegen	O
einander	O
bisher	O
bestimmt	O
hätten	O
,	O
zu	O
# segment_iiif_link
Grunde	O
gehen	O
würden	O
,	O
und	O
daß	O
in	O
dem	O
Falle	O
ein	O
jeder	O
thun	O
# segment_iiif_link
könnte	O
,	O
was	O
ihm	O
beliebe	O
.	O
Se	O
.	O
Kaiserl	O
.	O
Majestät	O
sagten	O
mir	O
# segment_iiif_link
in	O
den	O
bestimmtesten	O
Ausdrücken	O
,	O
mit	O
dem	O
festesten	O
Tone	O
,	O
# segment_iiif_link
daß	O
er	O
Genugthuung	O
für	O
diesen	O
,	O
ohne	O
alle	O
Veranlassung	O
un	O
¬	O
# segment_iiif_link
ternommenen	O
,	O
Angriff	O
fordere	O
;	O
daß	O
dies	O
seine	O
Pflicht	O
,	O
als	O
# segment_iiif_link
Kaiser	O
von	O
Rußland	B-loc
,	O
sey	O
,	O
und	O
daß	O
er	O
Genugthuung	O
wolle	O
.	O
# segment_iiif_link
Er	O
fragte	O
mich	O
,	O
ob	O
ich	O
wagen	O
dürfe	O
,	O
über	O
diesen	O
Gegenstand	O
# segment_iiif_link
anderer	O
Meynung	O
,	O
als	O
er	O
,	O
zu	O
seyn	O
?	O
Er	O
sagte	O
ferner	O
;	O
daß	O
# segment_iiif_link
die	O
feyerlichsten	O
Traktate	O
und	O
Verpflichtungen	O
ihn	O
mit	O
Dä	O
¬	O
# segment_iiif_link
nemark	O
verbänden	O
,	O
und	O
daß	O
er	O
entschlossen	O
sey	O
,	O
solche	O
zu	O
# segment_iiif_link
erfüllen	O
.	O
Se	O
Kaiserl	O
.	O
Majestät	O
fügten	O
hinzu	O
,	O
er	O
vermuthe	O
,	O
# segment_iiif_link
wir	O
dächten	O
auf	O
einen	O
Angriff	O
auf	O
Kronstadt	B-loc
;	O
daß	O
er	O
zwar	O
den	O
# segment_iiif_link
Ausgang	O
eines	O
solchen	O
Angriffs	O
nicht	O
vorhersehen	O
könne	O
,	O
# segment_iiif_link
daß	O
er	O
aber	O
bis	O
zum	O
letzten	O
Mann	O
Widerstand	O
leisten	O
,	O
und	O
# segment_iiif_link
sich	O
des	O
hohen	O
Postens	O
,	O
worauf	O
ihn	O
die	O
Vorsehung	O
gestellt	O
# segment_iiif_link
habe	O
,	O
nicht	O
unwürdig	O
bezeigen	O
wolle	O
.	O
—	O
Ich	O
antwortete	O
,	O
# segment_iiif_link
ich	O
hätte	O
alle	O
Ursache	O
zu	O
heffen	O
und	O
zu	O
glauben	O
,	O
daß	O
wir	O
auf	O
# segment_iiif_link
Kronstadt	B-loc
keinen	O
Angriff	O
thun	O
würden	O
.	O
Er	O
entgegnete	O
,	O
# segment_iiif_link
daß	O
er	O
darauf	O
gefaßt	O
,	O
und	O
sein	O
Entschluß	O
unerschütterlich	O
sey	O
.	O
# segment_iiif_link
Darauf	O
endigte	O
er	O
das	O
Gespräch	O
,	O
und	O
wiederholte	O
mit	O
vielem	O
# segment_iiif_link
Nachdruck	O
:	O
„	O
Daß	O
er	O
Genugthuung	O
für	O
Dänemark	B-loc
wolle	O
# segment_iiif_link
Der	O
Freymüthige	O
vom	O
7	O
.	O
April	O
enthält	O
Folgendes	O
:	O
# segment_iiif_link
Hamburger	O
-	O
Korrespondenten	O
wird	O
,	O
von	O
Petersburg	B-loc
aus	O
,	O
# segment_iiif_link
angedeutet	O
,	O
und	O
in	O
der	O
neuesten	B-prod
Berlinischen	I-prod
Zeitung	I-prod
aus	O
¬	O
# segment_iiif_link
gesprochen	O
,	O
daß	O
H	B-pers
.	I-pers
von	I-pers
Rotzebue	I-pers
in	O
Ehstland	B-loc
gestorben	O
# segment_iiif_link
sey	O
.	O
Man	O
hat	O
viele	O
Gründe	O
,	O
die	O
Authentizität	O
dieser	O
Nach	O
¬	O
# segment_iiif_link
richt	O
zu	O
bezweifeln	O
;	O
merkwürdig	O
ist	O
übrigens	O
die	O
Eilfertig	O
¬	O
# segment_iiif_link
keit	O
,	O
mit	O
der	O
man	O
dem	O
Publikum	O
unverbürgte	O
Notizen	O
mit	O
¬	O
# segment_iiif_link
theilt	O
,	O
die	O
