TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = EXP-1798-01-04-a-i0005
# segment_iiif_link = _
G	O	O	O	O	O	O	_	-	-
R	O	O	O	O	O	O	_	-	-
E	O	O	O	O	O	O	_	-	-
E	O	O	O	O	O	O	_	-	-
F	O	O	O	O	O	O	_	-	-
E	O	O	O	O	O	O	_	-	-
.	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
1	O	O	O	O	O	O	_	-	-
.	O	O	O	O	O	O	_	-	-
Le	O	O	O	O	O	O	_	-	-
public	O	O	O	O	O	O	_	-	-
est	O	O	O	O	O	O	_	-	-
averti	O	O	O	O	O	O	_	-	-
que	O	O	O	O	O	O	_	-	-
Charlotte	B-pers	B-pers	O	O	O	O	Q510042|Q1067362	-	-
née	I-pers	I-pers	O	O	O	O	Q510042|Q1067362	-	-
Bourgoin	I-pers	I-pers	O	O	O	O	Q510042|Q1067362	-	-
,	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
femme	O	O	O	O	O	O	_	-	-
-	O	O	O	O	O	O	_	-	-
de	O	O	O	O	O	O	_	-	-
Joseph	B-pers	B-pers	O	O	O	O	_	-	-
Digiez	I-pers	I-pers	O	O	O	O	_	-	-
,	O	O	O	O	O	O	_	-	-
et	O	O	O	O	O	O	_	-	-
Maurice	B-pers	B-pers	O	O	O	O	-	-	-
Bourgoin	I-pers	I-pers	O	O	O	O	-	-	-
,	O	O	O	O	O	O	_	-	-
enfant	O	O	O	O	O	O	_	-	-
mineur	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
représenté	O	O	O	O	O	O	_	-	-
par	O	O	O	O	O	O	_	-	-
le	O	O	O	O	O	O	_	-	-
sieur	B-pers	B-pers	O	O	O	O	_	-	-
Jaques	I-pers	I-pers	O	O	O	O	_	-	-
Charles	I-pers	I-pers	O	O	O	O	_	-	-
Gicot	I-pers	I-pers	O	O	O	O	_	-	-
son	O	O	O	O	O	O	_	-	-
curateur	O	O	O	O	O	O	_	-	-
,	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
ont	O	O	O	O	O	O	_	-	-
été	O	O	O	O	O	O	_	-	-
admis	O	O	O	O	O	O	_	-	-
par	O	O	O	O	O	O	_	-	-
arrêt	O	O	O	O	O	O	_	-	-
du	O	O	O	O	O	O	_	-	-
Conseil	B-org	B-org	O	O	O	O	Q769657|Q609037|Q2092595|Q1761425|Q7883901|Q1155243	-	-
d	I-org	I-org	O	O	O	O	Q769657|Q609037|Q2092595|Q1761425|Q7883901|Q1155243	-	-
'	I-org	I-org	O	O	O	O	Q769657|Q609037|Q2092595|Q1761425|Q7883901|Q1155243	-	-
Etat	I-org	I-org	O	O	O	O	Q769657|Q609037|Q2092595|Q1761425|Q7883901|Q1155243	-	-
du	O	O	O	O	O	O	_	-	-
5	O	O	O	O	O	O	_	-	-
décembre	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
1797	O	O	O	O	O	O	_	-	-
,	O	O	O	O	O	O	_	-	-
à	O	O	O	O	O	O	_	-	-
solliciter	O	O	O	O	O	O	_	-	-
une	O	O	O	O	O	O	_	-	-
renonciation	O	O	O	O	O	O	_	-	-
générale	O	O	O	O	O	O	_	-	-
et	O	O	O	O	O	O	_	-	-
absolue	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
aux	O	O	O	O	O	O	_	-	-
biens	O	O	O	O	O	O	_	-	-
et	O	O	O	O	O	O	_	-	-
aux	O	O	O	O	O	O	_	-	-
dettes	O	O	O	O	O	O	_	-	-
