TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
FROM	O	O	O	O	O	_	_	_	_
A	O	O	O	O	O	_	_	_	_
VIRGINIA	B-loc	O	B-loc	O	O	_	Q579625|Q2207776|Q986681|Q26996719|Q684997	Q579625|Q2207776|Q986681|Q26996719|Q684997	_
PAPER	O	O	O	O	O	_	_	_	NoSpaceAfter
.	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
#
To	O	O	O	O	O	_	_	_	_
his	O	O	O	O	O	_	_	_	_
EXCELLENCY	O	O	O	O	O	_	_	_	_
the	O	O	O	O	O	_	_	_	_
GOVERNOR	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
GINIA	O	O	O	O	O	_	_	_	NoSpaceAfter
.	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
#
NEW	B-loc	O	B-loc	O	O	_	Q20486353|Q1384|Q20200891|Q24057379|Q20816635	Q20486353|Q1384|Q20200891|Q24057379|Q20816635	NoSpaceAfter
-	I-loc	O	I-loc	O	O	_	Q20486353|Q1384|Q20200891|Q24057379|Q20816635	Q20486353|Q1384|Q20200891|Q24057379|Q20816635	NoSpaceAfter
YORK	I-loc	O	I-loc	O	O	_	Q20486353|Q1384|Q20200891|Q24057379|Q20816635	Q20486353|Q1384|Q20200891|Q24057379|Q20816635	NoSpaceAfter
,	O	O	O	O	O	_	_	_	_
SEPT	B-time	O	B-time	O	O	_	NIL|Q69185807|Q69185608|Q69185656|Q69185515	NIL|Q69185807|Q69185608|Q69185656|Q69185515	NoSpaceAfter
.	I-time	O	I-time	O	O	_	NIL|Q69185807|Q69185608|Q69185656|Q69185515	NIL|Q69185807|Q69185608|Q69185656|Q69185515	_
28	I-time	O	I-time	O	O	_	NIL|Q69185807|Q69185608|Q69185656|Q69185515	NIL|Q69185807|Q69185608|Q69185656|Q69185515	NoSpaceAfter
,	I-time	O	I-time	O	O	_	NIL|Q69185807|Q69185608|Q69185656|Q69185515	NIL|Q69185807|Q69185608|Q69185656|Q69185515	_
1780	I-time	O	I-time	O	O	_	NIL|Q69185807|Q69185608|Q69185656|Q69185515	NIL|Q69185807|Q69185608|Q69185656|Q69185515	NoSpaceAfter
.	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
#
SIR	O	O	O	O	O	_	_	_	NoSpaceAfter
,	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
W	O	O	O	O	O	_	_	_	_
E	O	O	O	O	O	_	_	_	_
have	O	O	O	O	O	_	_	_	_
long	O	O	O	O	O	_	_	_	_
waited	O	O	O	O	O	_	_	_	_
in	O	O	O	O	O	_	_	_	_
anxious	O	O	O	O	O	_	_	_	_
expectations	O	O	O	O	O	_	_	_	NoSpaceAfter
,	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
of	O	O	O	O	O	_	_	_	_
having	O	O	O	O	O	_	_	_	_
it	O	O	O	O	O	_	_	_	_
in	O	O	O	O	O	_	_	_	_
our	O	O	O	O	O	_	_	_	_
power	O	O	O	O	O	_	_	_	_
to	O	O	O	O	O	_	_	_	_
tranlinit	O	O	O	O	O	_	_	_	_
effec	O	O	O	O	O	_	_	_	NoSpaceAfter
¬	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
tual	O	O	O	O	O	_	_	_	_
Amendments	O	O	O	O	O	_	_	_	_
to	O	O	O	O	O	_	_	_	_
the	O	O	O	O	O	_	_	_	_
Conftitution	O	O	O	O	O	_	_	_	_
of	O	O	O	O	O	_	_	_	_
the	O	O	O	O	O	_	_	_	_
Uni	B-loc	B-org	B-loc	B-org	O	_	NIL|Q7888955|Q7889927|Q61932023|Q30258325	NIL|Q7888955|Q7889927|Q61932023|Q30258325	NoSpaceAfter
¬	I-loc	I-org	I-loc	I-org	O	_	NIL|Q7888955|Q7889927|Q61932023|Q30258325	NIL|Q7888955|Q7889927|Q61932023|Q30258325	EndOfLine|NoSpaceAfter
ted	I-loc	I-org	I-loc	I-org	O	_	NIL|Q7888955|Q7889927|Q61932023|Q30258325	NIL|Q7888955|Q7889927|Q61932023|Q30258325	_
Stares	I-loc	I-org	I-loc	I-org	O	_	NIL|Q7888955|Q7889927|Q61932023|Q30258325	NIL|Q7888955|Q7889927|Q61932023|Q30258325	NoSpaceAfter
,	O	O	O	O	O	_	_	_	_
and	O	O	O	O	O	_	_	_	_
it	O	O	O	O	O	_	_	_	_
is	O	O	O	O	O	_	_	_	_
with	O	O	O	O	O	_	_	_	_
grief	O	O	O	O	O	_	_	_	_
that	O	O	O	O	O	_	_	_	_
we	O	O	O	O	O	_	_	_	_
now	O	O	O	O	O	_	_	_	_
fend	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
forward	O	O	O	O	O	_	_	_	_
propolitions	O	O	O	O	O	_	_	_	_
inadequate	O	O	O	O	O	_	_	_	_
to	O	O	O	O	O	_	_	_	_
the	O	O	O	O	O	_	_	_	_
purpofe	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
of	O	O	O	O	O	_	_	_	_
real	O	O	O	O	O	_	_	_	_
and	O	O	O	O	O	_	_	_	_
fubftantial	O	O	O	O	O	_	_	_	_
Amendments	O	O	O	O	O	_	_	_	NoSpaceAfter
,	O	O	O	O	O	_	_	_	_
and	O	O	O	O	O	_	_	_	_
fo	O	O	O	O	O	_	_	_	_
far	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
fhort	O	O	O	O	O	_	_	_	_
of	O	O	O	O	O	_	_	_	_
the	O	O	O	O	O	_	_	_	_
wiihes	O	O	O	O	O	_	_	_	_
of	O	O	O	O	O	_	_	_	_
our	O	O	O	O	O	_	_	_	_
country	O	O	O	O	O	_	_	_	NoSpaceAfter
.	O	O	O	O	O	_	_	_	_
By	O	O	O	O	O	_	_	_	_
perufing	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
#
the	O	O	O	O	O	_	_	_	_
Journal	B-prod	O	B-prod	O	O	_	NIL|Q66293256|Q71895596|Q68087117|Q7891333	NIL|Q66293256|Q71895596|Q68087117|Q7891333	_
of	I-prod	O	I-prod	O	O	_	NIL|Q66293256|Q71895596|Q68087117|Q7891333	NIL|Q66293256|Q71895596|Q68087117|Q7891333	_
the	I-prod	O	I-prod	O	O	_	NIL|Q66293256|Q71895596|Q68087117|Q7891333	NIL|Q66293256|Q71895596|Q68087117|Q7891333	_
Senate	I-prod	O	I-prod	O	O	_	NIL|Q66293256|Q71895596|Q68087117|Q7891333	NIL|Q66293256|Q71895596|Q68087117|Q7891333	NoSpaceAfter
,	O	O	O	O	O	_	_	_	_
your	O	O	O	O	O	_	_	_	_
Excellency	O	O	O	O	O	_	_	_	_
will	O	O	O	O	O	_	_	_	EndOfLine|NoSpaceAfter
fee	O	O	O	O	O	_	_	_	NoSpaceAfter
,	O	O	O	O	O	_	_	_	_
that	O	O	O	O	O	_	_	_	_
we	O	O	O	O	O	_	_	_	_
did	O	O	O	O	O	_	_	_	NoSpaceAfter
,	O	O	O	O	O	_	_	_	_
in	O	O	O	O	O	_	_	_	_
vain	O	O	O	O	O	_	_	_	NoSpaceAfter
,	O	O	O	O	O	_	_	_	_
