TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = NZZ-1798-01-20-a-p0002
# segment_iiif_link = _
Neuigkeiten	O	O	O	O	O	O	-	-	-
.	O	O	O	O	O	O	-	-	-
(	O	O	O	O	O	O	-	-	-
Mißhandlung	O	O	O	O	O	O	-	-	-
der	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
Franken	B-loc	B-loc	O	O	O	O	-	-	-
in	O	O	O	O	O	O	-	-	-
Rom	B-loc	B-loc	O	O	O	O	Q220|Q1647176	-	-
.	O	O	O	O	O	O	-	-	-
]	O	O	O	O	O	O	-	-	-
Buonaparte	O	O	O	O	O	O	-	-	-
'	O	O	O	O	O	O	-	-	-
s	O	O	O	O	O	O	-	-	-
Bruder	O	O	O	O	O	O	-	-	-
hat	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
die	O	O	O	O	O	O	-	-	-
neulich	O	O	O	O	O	O	-	-	-
schon	O	O	O	O	O	O	-	-	-
erzählten	O	O	O	O	O	O	-	-	-
Vorfälle	O	O	O	O	O	O	-	-	-
in	O	O	O	O	O	O	-	-	-
Rom	B-loc	B-loc	O	O	O	O	Q220|Q1647176	-	-
ans	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
Directorium	O	O	O	O	O	O	-	-	-
berichtet	O	O	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
und	O	O	O	O	O	O	-	-	-
die	O	O	O	O	O	O	-	-	-
verdächtige	O	O	O	O	O	O	-	-	-
Weise	O	O	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
mit	O	O	O	O	O	O	-	-	-
der	O	O	O	O	O	O	-	-	-
die	O	O	O	O	O	O	-	-	-
römische	O	O	O	O	O	O	-	-	-
Regierung	O	O	O	O	O	O	-	-	-
sich	O	O	O	O	O	O	-	-	-
dabey	O	O	O	O	O	O	-	-	-
betrug	O	O	O	O	O	O	-	-	-
in	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
ein	O	O	O	O	O	O	-	-	-
sehr	O	O	O	O	O	O	-	-	-
klares	O	O	O	O	O	O	-	-	-
Licht	O	O	O	O	O	O	-	-	-
gesezt	O	O	O	O	O	O	-	-	-
.	O	O	O	O	O	O	-	-	-
Er	O	O	O	O	O	O	-	-	-
hatte	O	O	O	O	O	O	-	-	-
schon	O	O	O	O	O	O	-	-	-
den	O	O	O	O	O	O	-	-	-
25	O	O	O	O	O	O	-	-	-
.	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
Dec	O	O	O	O	O	O	-	-	-
.	O	O	O	O	O	O	-	-	-
einige	O	O	O	O	O	O	-	-	-
der	O	O	O	O	O	O	-	-	-
Aufrührer	O	O	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
die	O	O	O	O	O	O	-	-	-
im	O	O	O	O	O	O	-	-	-
Vertrauen	O	O	O	O	O	O	-	-	-
Frank	B-loc	B-loc	O	O	O	O	-	-	-
# segment_iiif_link = _
reichs	I-loc	I-loc	O	O	O	O	-	-	-
Schutz	O	O	O	O	O	O	-	-	-
und	O	O	O	O	O	O	-	-	-
Beystand	O	O	O	O	O	O	-	-	-
erflehten	O	O	O	O	O	O	-	-	-
sehr	O	O	O	O	O	O	-	-	-
dringend	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
„	O	O	O	O	O	O	-	-	-
und	O	O	O	O	O	O	-	-	-
derb	O	O	O	O	O	O	-	-	-
abgewiesen	O	O	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
und	O	O	O	O	O	O	-	-	-
vom	O	O	O	O	O	O	-	-	-
