TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# language = de
# newspaper = NZZ
# date = 1798-01-20
# document_id = NZZ-1798-01-20-a-p0002
# segment_iiif_link = _
Neuigkeiten	O	O	_	_	_	_	_	_	NoSpaceAfter
.	O	O	_	_	_	_	_	_	_
(	O	O	_	_	_	_	_	_	NoSpaceAfter
Mißhandlung	O	O	_	_	_	_	_	_	_
der	O	O	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Franken	O	O	_	_	_	_	_	_	_
in	O	O	_	_	_	_	_	_	_
Rom	B-loc	O	_	_	_	_	_	_	NoSpaceAfter
.	O	O	_	_	_	_	_	_	NoSpaceAfter
]	O	O	_	_	_	_	_	_	_
Buonaparte	B-pers	O	_	_	_	_	_	_	NoSpaceAfter
'	I-pers	O	_	_	_	_	_	_	NoSpaceAfter
s	I-pers	O	_	_	_	_	_	_	_
Bruder	O	O	_	_	_	_	_	_	_
hat	O	O	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
die	O	O	_	_	_	_	_	_	_
neulich	O	O	_	_	_	_	_	_	_
schon	O	O	_	_	_	_	_	_	_
erzählten	O	O	_	_	_	_	_	_	_
Vorfälle	O	O	_	_	_	_	_	_	_
in	O	O	_	_	_	_	_	_	_
Rom	B-loc	O	_	_	_	_	_	_	_
ans	O	O	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Directorium	O	O	_	_	_	_	_	_	_
berichtet	O	O	_	_	_	_	_	_	NoSpaceAfter
,	O	O	_	_	_	_	_	_	_
und	O	O	_	_	_	_	_	_	_
die	O	O	_	_	_	_	_	_	_
verdächtige	O	O	_	_	_	_	_	_	_
Weise	O	O	_	_	_	_	_	_	NoSpaceAfter
,	O	O	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
mit	O	O	_	_	_	_	_	_	_
der	O	O	_	_	_	_	_	_	_
die	O	O	_	_	_	_	_	_	_
römische	O	O	_	_	_	_	_	_	_
Regierung	O	O	_	_	_	_	_	_	_
sich	O	O	_	_	_	_	_	_	_
dabey	O	O	_	_	_	_	_	_	_
betrug	O	O	_	_	_	_	_	_	_
in	O	O	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
ein	O	O	_	_	_	_	_	_	_
sehr	O	O	_	_	_	_	_	_	_
klares	O	O	_	_	_	_	_	_	_
Licht	O	O	_	_	_	_	_	_	_
gesezt	O	O	_	_	_	_	_	_	NoSpaceAfter
.	O	O	_	_	_	_	_	_	_
Er	O	O	_	_	_	_	_	_	_
hatte	O	O	_	_	_	_	_	_	_
schon	O	O	_	_	_	_	_	_	_
den	O	O	_	_	_	_	_	_	_
25	O	O	_	_	_	_	_	_	NoSpaceAfter
.	O	O	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Dec	O	O	_	_	_	_	_	_	NoSpaceAfter
.	O	O	_	_	_	_	_	_	_
einige	O	O	_	_	_	_	_	_	_
der	O	O	_	_	_	_	_	_	_
Aufrührer	O	O	_	_	_	_	_	_	NoSpaceAfter
,	O	O	_	_	_	_	_	_	_
die	O	O	_	_	_	_	_	_	_
im	O	O	_	_	_	_	_	_	_
Vertrauen	O	O	_	_	_	_	_	_	_
Frank	B-loc	O	_	_	_	_	_	_	EndOfLine
# segment_iiif_link = _
reichs	I-loc	O	_	_	_	_	_	_	_
Schutz	O	O	_	_	_	_	_	_	_
und	O	O	_	_	_	_	_	_	_
Beystand	O	O	_	_	_	_	_	_	_
erflehten	O	O	_	_	_	_	_	_	_
sehr	O	O	_	_	_	_	_	_	_
dringend	O	O	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
„	O	O	_	_	_	_	_	_	NoSpaceAfter
und	O	O	_	_	_	_	_	_	_
derb	O	O	_	_	_	_	_	_	_
abgewiesen	O	O	_	_	_	_	_	_	NoSpaceAfter
,	O	O	_	_	_	_	_	_	_
und	O	O	_	_	_	_	_	_	_
vom	O	O	_	_	_	_	_	_	_
ganzen	O	O	_	_	_	_	_	_	_
Vorhaben	O	O	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
dem	O	O	_	_	_	_	_	_	_
Kardinal	O	O	_	_	_	_	_	_	_
Staatssekretär	O	O	_	_	_	_	_	_	_
Nachricht	O	O	_	_	_	_	_	_	_
gegeben	O	O	_	_	_	_	_	_	NoSpaceAfter
,	O	O	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
damit	O	O	_	_	_	_	_	_	_
er	O	O	_	_	_	_	_	_	_
Sicherheitsanstalten	O	O	_	_	_	_	_	_	_
