TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = EXP-1798-01-04-a-i0005
# segment_iiif_link = _
G	O	O	O	O	O	O	-	-	-
R	O	O	O	O	O	O	-	-	-
E	O	O	O	O	O	O	-	-	-
E	O	O	O	O	O	O	-	-	-
F	O	O	O	O	O	O	-	-	-
E	O	O	O	O	O	O	-	-	-
.	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
1	O	O	O	O	O	O	-	-	-
.	O	O	O	O	O	O	-	-	-
Le	O	O	O	O	O	O	-	-	-
public	O	O	O	O	O	O	-	-	-
est	O	O	O	O	O	O	-	-	-
averti	O	O	O	O	O	O	-	-	-
que	O	O	O	O	O	O	-	-	-
Charlotte	I-pers	I-pers	O	O	O	O	Q510042|Q1067362|Q137338|Q434212	-	-
née	O	O	O	O	O	O	-	-	-
Bourgoin	I-pers	I-pers	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
femme	O	O	O	O	O	O	-	-	-
-	O	O	O	O	O	O	-	-	-
de	O	O	O	O	O	O	-	-	-
Joseph	I-pers	I-pers	O	O	O	O	-	-	-
Digiez	I-pers	I-pers	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
et	O	O	O	O	O	O	-	-	-
Maurice	I-pers	I-pers	O	O	O	O	-	-	-
Bourgoin	I-pers	I-pers	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
enfant	O	O	O	O	O	O	-	-	-
mineur	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
représenté	O	O	O	O	O	O	-	-	-
par	O	O	O	O	O	O	-	-	-
le	O	O	O	O	O	O	-	-	-
sieur	O	O	O	O	O	O	-	-	-
Jaques	I-pers	I-pers	O	O	O	O	-	-	-
Charles	I-pers	I-pers	O	O	O	O	-	-	-
Gicot	I-pers	I-pers	O	O	O	O	-	-	-
son	O	O	O	O	O	O	-	-	-
curateur	O	O	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
ont	O	O	O	O	O	O	-	-	-
été	O	O	O	O	O	O	-	-	-
admis	O	O	O	O	O	O	-	-	-
par	O	O	O	O	O	O	-	-	-
arrêt	O	O	O	O	O	O	-	-	-
du	O	O	O	O	O	O	-	-	-
Conseil	I-org	I-org	O	O	O	O	Q1761425|Q769657|Q2092595|Q1155243	-	-
d	I-org	I-org	O	O	O	O	Q1761425|Q769657|Q2092595|Q1155243	-	-
'	O	O	O	O	O	O	-	-	-
Etat	I-org	I-org	O	O	O	O	Q495430	-	-
du	O	O	O	O	O	O	-	-	-
5	O	O	O	O	O	O	-	-	-
décembre	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
1797	O	O	O	O	O	O	-	-	-
,	O	O	O	O	O	O	-	-	-
à	O	O	O	O	O	O	-	-	-
solliciter	O	O	O	O	O	O	-	-	-
une	O	O	O	O	O	O	-	-	-
renonciation	O	O	O	O	O	O	-	-	-
générale	O	O	O	O	O	O	-	-	-
et	O	O	O	O	O	O	-	-	-
absolue	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
aux	O	O	O	O	O	O	-	-	-
biens	O	O	O	O	O	O	-	-	-
et	O	O	O	O	O	O	-	-	-
aux	O	O	O	O	O	O	-	-	-
dettes	O	O	O	O	O	O	-	-	-
présentes	O	O	O	O	O	O	-	-	-
et	O	O	O	O	O	O	-	-	-
futures	O	O	O	O	O	O	-	-	-
de	O	O	O	O	O	O	-	-	-
# segment_iiif_link = _
Jean	I-pers	I-pers	O	O	O	O	-	-	-
