TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id									
# segment_iiif_link									
G	O	O							
R	I-org	O							
E	I-org	O							
E	I-org	O							
F	I-org	O							
E	I-org	O							
.	O	O							
# segment_iiif_link									
1	O	O							
.	O	O							
Le	O	O							
public	O	O							
est	O	O							
averti	O	O							
que	O	O							
Charlotte	B-pers	O							
née	O	O							
Bourgoin	O	O							
,	O	O							
# segment_iiif_link									
femme	O	O							
-	O	O							
de	O	O							
Joseph	B-pers	O							
Digiez	I-pers	O							
,	O	O							
et	O	O							
Maurice	B-pers	O							
Bourgoin	I-pers	O							
,	I-pers	O							
enfant	I-pers	O							
mineur	I-pers	O							
# segment_iiif_link									
représenté	O	O							
par	O	O							
le	O	O							
sieur	B-pers	O							
Jaques	I-pers	O							
Charles	I-pers	O							
Gicot	I-pers	O							
son	O	O							
curateur	O	O							
,	O	O							
# segment_iiif_link									
ont	O	O							
été	O	O							
admis	O	O							
par	O	O							
arrêt	O	O							
du	O	O							
Conseil	B-org	O							
d	I-org	O							
'	O	O							
Etat	B-time	O							
du	I-time	O							
5	I-time	O							
décembre	I-time	O							
# segment_iiif_link									
1797	I-time	O							
,	O	O							
à	O	O							
solliciter	O	O							
une	O	O							
renonciation	O	O							
générale	O	O							
et	O	O							
absolue	O	O							
# segment_iiif_link									
aux	O	O							
biens	O	O							
et	O	O							
aux	O	O							
dettes	O	O							
présentes	O	O							
et	O	O							
futures	O	O							
de	O	O							
# segment_iiif_link									
Jean	B-pers	O							
-	I-pers	O							
Baptiste	I-pers	O							
Bourgoin	O	O							
leur	O	O							
pe	O	O							
'	O	O							
re	O	O							
,	O	O							
et	O	O							
qu	O	O							
'	O	O							
en	O	O							
conséquence	O	O							
,	O	O							
les	O	O							
# segment_iiif_link									
susdits	O	O							
enfans	O	O							
,	O	O							
duement	O	O							
assistés	O	O							
et	O	O							
autorisés	O	O							
,	O	O							
se	O	O							
# segment_iiif_link									
présenteront	O	O							
par	O	O							
-	O	O							
devant	O	O							
ia	O	O							
noble	O	O							
justice	O	O							
du	O	O							
Landeron	B-loc	O							
_	O	O							
,	O	O							
le	O	O							
mer	O	O							
-	O	O							
,	O	O							
# segment_iiif_link									
credi	O	O							
17	O	O							
janvier	O	O							
courant	O	O							
,	O	O							
pour	O	O							
y	O	O							
porter	O	O							
la	O	O							
prédite	O	O							
# segment_iiif_link									
renonciation	O	O							
;	O	O							
assignant	O	O							
péremptoirement	O	O							
tous	O	O							
ceux	O	O							
qui	O	O							
# segment_iiif_link									
estimeraient	O	O							
être	O	O							
'	O	O							
fondés	O	O							
à	O	O							
s	O	O							
'	O	O							
y	O	O							
opposer	O	O							
,	O	O							
à	O	O							
_	O	O							
comparcutre	O	O							
ce	O	O							
jour	O	O							
-	O	O							
là	O	O							
# segment_iiif_link									
en	O	O							
dite	O	O							
