TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO   NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id
# segment_iiif_link
FROM	O
A	O
VIRGINIA	O
PAPER	O
.	O
# segment_iiif_link
To	O
his	O
EXCELLENCY	O
the	O
GOVERNOR	O
# segment_iiif_link
GINIA	O
.	O
# segment_iiif_link
NEW	B-loc
-	I-loc
YORK	I-loc
,	O
SEPT	O
.	O
28	O
,	O
1780	O
.	O
# segment_iiif_link
SIR	B-pers
,	O
# segment_iiif_link
W	O
E	O
have	O
long	O
waited	O
in	O
anxious	O
expectations	O
,	O
# segment_iiif_link
of	O
having	O
it	O
in	O
our	O
power	O
to	O
tranlinit	O
effec	O
¬	O
# segment_iiif_link
tual	O
Amendments	O
to	O
the	O
Conftitution	O
of	O
the	O
Uni	O
¬	O
# segment_iiif_link
ted	O
Stares	O
,	O
and	O
it	O
is	O
with	O
grief	O
that	O
we	O
now	O
fend	O
# segment_iiif_link
forward	O
propolitions	O
inadequate	O
to	O
the	O
purpofe	O
# segment_iiif_link
of	O
real	O
and	O
fubftantial	O
Amendments	O
,	O
and	O
fo	O
far	O
# segment_iiif_link
fhort	O
of	O
the	O
wiihes	O
of	O
our	O
country	O
.	O
By	O
perufing	O
# segment_iiif_link
the	O
Journal	O
of	O
the	O
Senate	O
,	O
your	O
Excellency	O
will	O
# segment_iiif_link
fee	O
,	O
that	O
we	O
did	O
,	O
in	O
vain	O
,	O
bring	O
to	O
view	O
the	O
Amend	O
¬	O
# segment_iiif_link
ments	O
propofed	O
by	O
our	O
Convention	O
,	O
and	O
approv	O
¬	O
# segment_iiif_link
ed	O
by	O
the	O
Legiflature	O
.	O
We	O
fltall	O
tranfmit	O
a	O
com	O
¬	O
# segment_iiif_link
plete	O
let	O
of	O
the	O
Journals	O
of	O
both	O
Houfes	O
of	O
Con	O
-	O
# segment_iiif_link
grefsto	O
your	O
addrefs	O
,	O
which	O
with	O
a	O
letter	O
accom	O
# segment_iiif_link
panying	O
them	O
,	O
we	O
entreat	O
your	O
Excellency	O
will	O
# segment_iiif_link
have	O
the	O
gaodnefs	O
to	O
lay	O
before	O
the	O
Honorable	O
# segment_iiif_link
Legillature	O
of	O
the	O
enfuing	O
meeting	O
.	O
# segment_iiif_link
We	O
have	O
the	O
honor	O
,	O
of	O
every	O
(	O
entiment	O
of	O
rc	O
-	O
# segment_iiif_link
fpeCt	O
,	O
to	O
be	O
,	O
Sir	O
,	O
your	O
Excellency	O
’	O
s	O
moft	O
obedient	O
,	O
# segment_iiif_link
and	O
very	O
humble	O
fervants	O
,	O
# segment_iiif_link
RICHARD	B-pers
HENRY	I-pers
LEE	I-pers
# segment_iiif_link
WILLIAM	B-pers
GRAYSON	I-pers
.	O
# document_id
# segment_iiif_link
PRESIDENT	B-pers
SULL	I-pers
IVAN	I-pers
’	O
s	O
MESSAGE	O
.	O
# segment_iiif_link
To	O
the	O
Hon	O
.	O
Senate	O
and	O
House	O
^	O
/	O
'	O
Represen	O
¬	O
# segment_iiif_link
tatives	B-loc
,	O
[	O
0	O
/	O
New	B-loc
-	I-loc
Hampshire	I-loc
.	O
]	O
# segment_iiif_link
Gentlemen	O
,	O
# segment_iiif_link
H	O
HVING	O
been	O
informed	O
,	O
that	O
doubts	O
have	O
a	O
-	O
# segment_iiif_link
rifen	O
iu	O
the	O
minds	O
of	O
fome	O
,	O
whether	O
my	O
hav	O
¬	O
# segment_iiif_link
ing	O
accepted	O
the	O
office	O
of	O
Diftricft	O
Judge	O
has	O
not	O
# segment_iiif_link
difqualified	O
me	O
from	O
aefling	O
as	O
Prefident	O
of	O
the	O
# segment_iiif_link
State	O
,	O
until	O
a	O
new	O
election	O
takes	O
place	O
,	O
I	O
confefs	O
# segment_iiif_link
that	O
1	O
have	O
never	O
been	O
able	O
to	O
difcover	O
any	O
in	O
¬	O
# segment_iiif_link
compatibility	O
in	O
the	O
two	O
offices	O
.	O
But	O
as	O
fome	O
# segment_iiif_link
have	O
attempted	O
to	O
prove	O
this	O
by	O
urging	O
the	O
words	O
# segment_iiif_link
of	O
aConflitution	O
framed	O
for	O
thepurpofe	O
of	O
efta	O
-	O
# segment_iiif_link
blifhing	O
over	O
the	O
people	O
of	O
New	B-loc
-	I-loc
Humpfhire	I-loc
a	O
free	O
,	O
# segment_iiif_link
fovereign	O
and	O
independent	O
government	O
—	O
1	O
mull	O
# segment_iiif_link
obferve	O
,	O
that	O
this	O
govennent	O
has	O
[	O
nice	O
been	O
changed	O
# segment_iiif_link
by	O
the	O
voice	O
of	O
the	O
people	O
,	O
who	O
have	O
agreed	O
that	O
their	O
# segment_iiif_link
fafety	B-loc
depended	O
on	O
their	O
relinquifhuig	O
many	O
of	O
the	O
# segment_iiif_link
powers	O
retained	O
by	O
the	O
people	O
in	O
that	O
Conflitution	O
,	O
to	O
# segment_iiif_link
a	O
General	O
Government	O
eflabl	O
'	O
fbed	O
for	O
the	O
people	O
of	O
# segment_iiif_link
each	O
and	O
every	O
State	O
who	O
fnould	O
adopt	O
it	O
;	O
which	O
to	O
# segment_iiif_link
themwai	O
to	O
become	O
the	O
general	O
law	O
of	O
the	O
land	O
.	O
The	O
# segment_iiif_link
people	O
of	O
this	O
State	O
did	O
,	O
in	O
the	O
moff	O
folemn	O
manner	O
,	O
a	O
# segment_iiif_link
dipt	O
arid	O
ratify	O
that	O
Conflitution	O
;	O
and	O
from	O
that	O
e	O
-	O
# segment_iiif_link
vent	O
,	O
this	O
ceased	O
to	O
be	O
a	O
free	O
,	O
sovereign	O
,	O
# segment_iiif_link
andindependent	O
state	O
;	O
and	O
upon	O
my	O
being	O
# segment_iiif_link
elcdled	O
to	O
the	O
office	O
of	O
Prefident	O
,	O
I	O
was	O
only	O
fworn	O
# segment_iiif_link
to	O
perform	O
and	O
fulfil	O
the	O
duties	O
incumbent	O
on	O
me	O
# segment_iiif_link
as	O
Prefident	O
of	O
a	O
free	O
and	O
confederate	O
State	O
;	O
and	O
# segment_iiif_link
I	O
was	O
at	O
or	O
near	O
the	O
fame	O
time	O
fworn	O
to	O
fupport	O
# segment_iiif_link
the	O
Confti	O
union	O
of	O
the	O
United	B-loc
States	I-loc
,	O
by	O
virtue	O
# segment_iiif_link
ofalaw	O
enacted	O
by	O
yourfelves	O
.	O
# segment_iiif_link
I	O
was	O
appointed	O
under	O
that	O
Conflitution	O
which	O
# segment_iiif_link
the	O
people	O
of	O
New	B-loc
-	I-loc
Hampffiire	I-loc
had	O
adopted	O
for	O
# segment_iiif_link
themfelves	I-pers
,	I-pers
a	I-pers
Judge	I-pers
of	I-pers
the	I-pers
Federal	I-pers
Court	I-pers
.	O
My	O
# segment_iiif_link
own	O
inclinations	O
were	O
far	O
from	O
leading	O
me	O
to	O
# segment_iiif_link
wifh	O
to	O
continue	O
in	O
both	O
offices	O
;	O
but	O
I	O
was	O
put	O
in	O
# segment_iiif_link
by	O
the	O
people	O
,	O
and	O
could	O
not	O
devife	O
a	O
way	O
of	O
re	O
-	O
# segment_iiif_link
figning	O
the	O
truft	O
committed	O
to	O
me	O
,	O
but	O
into	O
the	O
# segment_iiif_link
hands	O
who	O
honoured	O
me	O
with	O
it	O
.	O
I	O
well	O
knew	O
# segment_iiif_link
that	O
the	O
time	O
for	O
electing	O
a	O
new	O
Prefident	O
was	O
# segment_iiif_link
near	O
at	O
hand	O
,	O
when	O
the	O
people	O
might	O
have	O
an	O
op	O
¬	O
# segment_iiif_link
portunity	O
of	O
declaring	O
who	O
fhould	O
prefide	O
over	O
# segment_iiif_link
them	O
;	O
and	O
all	O
the	O
public	O
papers	O
having	O
been	O
en	O
-	O
# segment_iiif_link
trufted	O
to	O
my	O
care	O
,	O
and	O
the	O
affairs	O
of	O
the	O
State	O
un	O
¬	O
# segment_iiif_link
folded	O
to	O
me	O
,	O
I	O
could	O
not	O
,	O
without	O
an	O
unpardona	O
-	O
# segment_iiif_link
ble	O
breach	O
of	O
truft	O
,	O
negleifl	O
to	O
lay	O
them	O
before	O
# segment_iiif_link
you	O
.	O
I	O
alfo	O
confidered	O
,	O
that	O
while	O
I	O
was	O
living	O
# segment_iiif_link
in	O
the	O
State	O
,	O
no	O
other	O
perfon	O
could	O
,	O
by	O
your	O
