TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id = sn83030483-1790-01-02-a-i0004
# segment_iiif_link = _
FROM	O	O	O	O	O	O	_	-	-
A	O	O	O	O	O	O	_	-	-
VIRGINIA	B-loc	B-loc	O	O	O	O	Q3030402	-	-
PAPER	O	O	O	O	O	O	_	-	-
.	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
To	O	O	O	O	O	O	_	-	-
his	O	O	O	O	O	O	_	-	-
EXCELLENCY	O	O	O	O	O	O	_	-	-
the	O	O	O	O	O	O	_	-	-
GOVERNOR	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
GINIA	O	O	O	O	O	O	_	-	-
.	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
NEW	B-loc	B-loc	O	O	O	O	-	-	-
-	I-loc	I-loc	O	O	O	O	-	-	-
YORK	I-loc	I-loc	O	O	O	O	-	-	-
,	O	O	O	O	O	O	_	-	-
SEPT	O	O	O	O	O	O	_	-	-
.	O	O	O	O	O	O	_	-	-
28	O	O	O	O	O	O	_	-	-
,	O	O	O	O	O	O	_	-	-
1780	O	O	O	O	O	O	_	-	-
.	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
SIR	O	O	O	O	O	O	_	-	-
,	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
W	O	O	O	O	O	O	_	-	-
E	O	O	O	O	O	O	_	-	-
have	O	O	O	O	O	O	_	-	-
long	O	O	O	O	O	O	_	-	-
waited	O	O	O	O	O	O	_	-	-
in	O	O	O	O	O	O	_	-	-
anxious	O	O	O	O	O	O	_	-	-
expectations	O	O	O	O	O	O	_	-	-
,	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
of	O	O	O	O	O	O	_	-	-
having	O	O	O	O	O	O	_	-	-
it	O	O	O	O	O	O	_	-	-
in	O	O	O	O	O	O	_	-	-
our	O	O	O	O	O	O	_	-	-
power	O	O	O	O	O	O	_	-	-
to	O	O	O	O	O	O	_	-	-
tranlinit	O	O	O	O	O	O	_	-	-
effec	O	O	O	O	O	O	_	-	-
¬	O	O	O	O	O	O	_	-	-
# segment_iiif_link = _
tual	O	O	O	O	O	O	_	-	-
Amendments	O	O	O	O	O	O	_	-	-
to	O	O	O	O	O	O	_	-	-
the	O	O	O	O	O	O	_	-	-
Conftitution	O	O	O	O	O	O	_	-	-
of	O	O	O	O	O	O	_	-	-
the	O	O	O	O	O	O	_	-	-
