TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO   NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
# document_id
# segment_iiif_link
FROM	B-org
A	I-org
VIRGINIA	I-org
PAPER	I-org
.	I-org
# segment_iiif_link
To	O
his	O
EXCELLENCY	O
the	O
GOVERNOR	B-org
# segment_iiif_link
GINIA	B-org
.	I-org
# segment_iiif_link
NEW	B-loc
-	O
YORK	B-loc
,	O
SEPT	B-loc
.	O
28	O
,	O
1780	O
.	O
# segment_iiif_link
SIR	B-org
,	I-org
# segment_iiif_link
W	O
E	O
have	O
long	O
waited	O
in	O
anxious	O
expectations	O
,	O
# segment_iiif_link
of	O
having	O
it	O
in	O
our	O
power	O
to	O
tranlinit	O
effec	O
¬	O
# segment_iiif_link
tual	O
Amendments	O
to	O
the	O
Conftitution	O
of	O
the	O
Uni	B-org
¬	I-org
# segment_iiif_link
ted	O
Stares	O
,	O
and	O
it	O
is	O
with	O
grief	O
that	O
we	O
now	O
fend	O
# segment_iiif_link
forward	O
propolitions	O
inadequate	O
to	O
the	O
purpofe	O
# segment_iiif_link
of	O
real	O
and	O
fubftantial	O
Amendments	O
,	O
and	O
fo	O
far	B-org
# segment_iiif_link
fhort	O
of	O
the	O
wiihes	O
of	O
our	O
country	O
.	O
By	B-org
perufing	I-org
# segment_iiif_link
the	O
Journal	B-prod
of	I-prod
the	I-prod
Senate	I-prod
,	O
your	O
Excellency	O
will	O
# segment_iiif_link
fee	O
,	O
that	O
we	O
did	O
,	O
in	O
vain	O
,	O
bring	O
to	O
view	O
the	O
Amend	B-org
¬	I-org
# segment_iiif_link
ments	O
propofed	O
by	O
our	O
Convention	O
,	O
and	O
approv	B-org
¬	I-org
# segment_iiif_link
ed	O
by	O
the	O
Legiflature	O
.	O
We	O
fltall	O
tranfmit	O
a	O
com	B-org
¬	I-org
# segment_iiif_link
plete	O
let	O
of	O
the	O
Journals	O
of	O
both	O
Houfes	O
of	O
Con	B-org
-	I-org
# segment_iiif_link
grefsto	O
your	O
addrefs	O
,	O
which	O
with	O
a	O
letter	O
accom	O
# segment_iiif_link
panying	O
them	O
,	O
we	O
entreat	O
your	O
Excellency	O
will	O
# segment_iiif_link
have	O
the	O
gaodnefs	O
to	O
lay	O
before	O
the	O
Honorable	B-org
# segment_iiif_link
Legillature	O
of	O
the	O
enfuing	O
meeting	O
.	O
# segment_iiif_link
We	O
have	O
the	O
honor	O
,	O
of	O
every	O
(	O
entiment	O
of	O
rc	B-org
-	I-org
# segment_iiif_link
fpeCt	B-loc
,	O
to	O
be	O
,	O
Sir	B-pers
,	O
your	O
Excellency	O
’	O
s	O
moft	O
obedient	O
,	O
# segment_iiif_link
and	O
very	O
humble	O
fervants	O
,	O
# segment_iiif_link
RICHARD	B-org
HENRY	I-org
LEE	I-org
# segment_iiif_link
WILLIAM	B-org
GRAYSON	I-org
.	I-org
# document_id
# segment_iiif_link
PRESIDENT	B-org
SULL	I-org
IVAN	I-org
’	I-org
s	I-org
MESSAGE	I-org
.	I-org
# segment_iiif_link
To	O
the	O
Hon	O
.	O
Senate	O
and	O
House	O
^	O
/	O
'	O
Represen	B-org
¬	I-org
# segment_iiif_link
tatives	O
,	O
[	O
0	O
/	O
New	B-loc
-	I-loc
Hampshire	I-loc
.	O
]	O
# segment_iiif_link
Gentlemen	B-org
,	I-org
# segment_iiif_link
H	O
HVING	B-org
been	I-org
informed	I-org
,	I-org
that	I-org
doubts	I-org
have	I-org
a	I-org
-	I-org
# segment_iiif_link
rifen	O
iu	O
the	O
minds	O
of	O
fome	O
,	O
whether	O
my	O
hav	O
¬	O
# segment_iiif_link
ing	O
accepted	O
the	O
office	O
of	O
Diftricft	B-org
Judge	I-org
has	I-org
not	I-org
# segment_iiif_link
difqualified	O
me	O
from	O
aefling	O
as	O
Prefident	B-org
of	I-org
the	I-org
# segment_iiif_link
State	B-loc
,	O
until	O
a	O
new	O
election	O
takes	O
place	O
,	O
I	B-org
confefs	I-org
# segment_iiif_link
that	O
1	O
have	O
never	O
been	O
able	O
to	O
difcover	O
any	O
in	O
¬	B-org
# segment_iiif_link
compatibility	O
in	O
the	O
two	O
offices	O
.	O
But	B-org
as	I-org
fome	I-org
# segment_iiif_link
have	O
attempted	O
to	O
prove	O
this	O
by	O
urging	O
the	O
words	O
# segment_iiif_link
of	O
aConflitution	B-org
framed	I-org
for	I-org
thepurpofe	I-org
of	I-org
efta	I-org
-	I-org
# segment_iiif_link
blifhing	O
over	O
the	O
people	O
of	O
New	B-loc
-	I-loc
Humpfhire	I-loc
a	O
free	O
,	O
# segment_iiif_link
fovereign	O
and	O
independent	O
government	O
—	O
1	O
mull	O
# segment_iiif_link
obferve	O
,	O
that	O
this	O
govennent	O
has	O
[	O
nice	O
been	O
changed	O
# segment_iiif_link
by	O
the	O
voice	O
of	O
the	O
people	O
,	O
who	O
have	O
agreed	O
that	O
their	O
# segment_iiif_link
fafety	O
depended	O
on	O
their	O
relinquifhuig	O
many	O
of	O
the	O
# segment_iiif_link
powers	O
retained	O
by	O
the	O
people	O
in	O
that	O
Conflitution	O
,	O
to	B-org
# segment_iiif_link
a	O
General	O
Government	O
eflabl	O
'	O
fbed	O
for	O
the	O
people	O
of	O
# segment_iiif_link
each	O
and	O
every	O
State	O
who	O
fnould	O
adopt	O
it	O
;	O
which	O
to	O
# segment_iiif_link
themwai	O
to	O
become	O
the	O
general	O
law	O
of	O
the	O
land	O
.	O
The	B-org
# segment_iiif_link
people	I-org
of	I-org
this	I-org
State	I-org
did	I-org
,	I-org
in	I-org
the	I-org
moff	I-org
folemn	I-org
manner	I-org
,	I-org
a	I-org
# segment_iiif_link
dipt	O
arid	O
ratify	O
that	O
Conflitution	B-loc
;	O
and	O
from	O
that	O
e	O
-	O
# segment_iiif_link
vent	O
,	O
this	O
ceased	O
to	O
be	O
a	O
free	O
,	O
sovereign	O
,	O
# segment_iiif_link
andindependent	O
state	O
;	O
and	O
upon	O
my	O
being	O
# segment_iiif_link
elcdled	O
to	O
the	O
office	O
of	O
Prefident	O
,	O
I	O
was	O
only	O
fworn	O
# segment_iiif_link
to	O
perform	O
and	O
fulfil	O
the	O
duties	O
incumbent	O
on	O
me	O
# segment_iiif_link
as	O
Prefident	O
of	O
a	O
free	O
and	O
confederate	O
State	O
;	O
and	B-org
# segment_iiif_link
I	O
was	O
at	O
or	O
near	O
the	O
fame	O
time	O
fworn	O
to	O
fupport	O
# segment_iiif_link
the	O
Confti	B-org
union	I-org
of	I-org
the	I-org
United	I-org
States	I-org
,	I-org
by	I-org
virtue	I-org
# segment_iiif_link
ofalaw	O
enacted	O
by	O
yourfelves	O
.	O
# segment_iiif_link
I	O
was	O
appointed	O
under	O
that	O
Conflitution	B-org
which	I-org
# segment_iiif_link
the	O
people	O
